configName      Platooning
iniFile         omnetpp.ini
processID       3803
runID           Platooning-0-20191111-22:48:21-3803
totalRun        1
currentRun      0
currentConfig   Platooning
sim timeStep    100 ms
startDateTime   2019-11-11 22:48:21.880
endDateTime     2019-11-11 22:49:24.880
duration        0 hour, 1 minute, 2 second


timeStep    vehId          fromState                     toState                       commandSent    receiverId     senderPltId    receiverPltId    maneuverStartEnd 
0.22        veh            state_splitDone               state_platoonLeader           CHANGE_Tg      multicast      veh            veh              -                
0.22        veh            state_splitDone               state_platoonLeader           SPLIT_DONE     veh.4          veh            veh              -                

0.27        veh1.4         state_waitForSplitDone        state_waitForGap              -              -              -              -                -                

0.28        veh.4          state_waitForSplitDone        state_waitForGap              -              -              -              -                -                

0.87        veh1.4         state_waitForGap              state_platoonLeader           GAP_CREATED    veh1           veh1.4         veh1             Split_End        

0.88        veh.4          state_waitForGap              state_platoonLeader           GAP_CREATED    veh            veh.4          veh              Split_End        

45.00       veh.4          state_platoonLeader           state_sendSplitReq            -              -              -              -                -                
45.00       veh.4          state_sendSplitReq            state_waitForSplitReply       SPLIT_REQ      veh.5          veh.4          veh.4            -                

45.09       veh.5          state_platoonFollower         state_waitForCHANGEPL         SPLIT_ACCEPT   veh.4          veh.4          veh.4            -                

45.13       veh.4          state_waitForSplitReply       state_makeItFreeAgent         -              -              -              -                Split_Start      
45.13       veh.4          state_makeItFreeAgent         state_waitForAck              CHANGE_PL      veh.5          veh.4          veh.4            -                

45.21       veh.5          state_waitForCHANGEPL         state_sendingACK              -              -              -              -                -                
45.21       veh.5          state_sendingACK              state_waitForSplitDone        ACK            veh.4          veh.5          veh.5            -                

45.30       veh.4          state_waitForAck              state_splitDone               -              -              -              -                -                
45.30       veh.4          state_splitDone               state_platoonLeader           CHANGE_Tg      multicast      veh.4          veh.4            -                
45.30       veh.4          state_splitDone               state_platoonLeader           SPLIT_DONE     veh.5          veh.4          veh.4            -                

45.33       veh.5          state_waitForSplitDone        state_waitForGap              -              -              -              -                -                

49.13       veh.5          state_waitForGap              state_platoonLeader           GAP_CREATED    veh.4          veh.5          veh.4            Split_End        

65.00       veh.5          state_platoonLeader           state_waitForBeacon           -              -              -              -                -                

65.03       veh.5          state_waitForBeacon           state_sendMergeReq            -              -              -              -                -                
65.03       veh.5          state_sendMergeReq            state_waitForMergeReply       MERGE_REQ      veh.4          veh.5          veh.4            Merge_Request    

65.12       veh.4          state_platoonLeader           state_sendMergeAccept         -              -              -              -                -                
65.12       veh.4          state_sendMergeAccept         state_waitForMergeDone        MERGE_ACCEPT   veh.5          veh.4          veh.5            -                

65.12       veh.5          state_waitForMergeReply       state_mergeAccepted           -              -              -              -                Merge_Start      
65.12       veh.5          state_mergeAccepted           state_waitForCatchup          -              -              -              -                -                

70.12       veh.4          state_waitForMergeDone        state_sendMergeAccept         -              -              -              -                -                
70.12       veh.4          state_sendMergeAccept         state_waitForMergeDone        MERGE_ACCEPT   veh.5          veh.4          veh.5            -                

75.12       veh.4          state_waitForMergeDone        state_sendMergeAccept         -              -              -              -                -                
75.12       veh.4          state_sendMergeAccept         state_waitForMergeDone        MERGE_ACCEPT   veh.5          veh.4          veh.5            -                

77.42       veh.5          state_waitForCatchup          state_sendMergeDone           -              -              -              -                -                
77.42       veh.5          state_sendMergeDone           state_platoonFollower         MERGE_DONE     veh.4          veh.4          veh.4            Merge_End        

77.49       veh.4          state_waitForMergeDone        state_mergeDone               -              -              -              -                -                
77.49       veh.4          state_mergeDone               state_platoonLeader           -              -              -              -                -                
